Time,Amount
157487.0,14.65
157487.0,15.0
157487.0,1.98
157487.0,1.79
157488.0,1.0
157490.0,63.96
157490.0,0.89
157490.0,104.18
157491.0,1.29
157491.0,17.99
157492.0,218.99
157493.0,378.2
157494.0,0.99
157494.0,28.75
157494.0,37.78
157494.0,80.0
157494.0,12.28
157495.0,1.98
157497.0,1055.9
157498.0,1.98
157498.0,1.98
157499.0,29.99
157500.0,20.0
157500.0,9.64
157500.0,22.08
157500.0,1.0
157502.0,25.38
157503.0,33.1
157503.0,14.09
157504.0,9.5
157504.0,0.77
157504.0,0.77
157504.0,14.95
157505.0,7.67
157505.0,44.99
157506.0,32.6
157507.0,1.79
157507.0,75.0
157507.0,0.12
157508.0,1.0
157508.0,0.76
157509.0,0.0
157509.0,238.15
157509.0,35.0
157509.0,35.22
157510.0,1.98
157511.0,29.95
157512.0,1.99
157513.0,62.67
157513.0,134.0
157513.0,125.0
157514.0,0.89
157514.0,0.99
157514.0,20.75
157515.0,397.63
157515.0,43.09
157516.0,1.0
157516.0,1.98
157516.0,1.29
157516.0,9.12
157518.0,95.85
157518.0,0.89
157518.0,18.0
157518.0,270.0
157518.0,19.95
157520.0,0.99
157520.0,323.2
157521.0,10.8
157521.0,284.01
157521.0,85.24
157522.0,491.58
157522.0,15.0
157522.0,11.76
157523.0,4.99
157524.0,241.81
157524.0,14.0
157524.0,1.98
157524.0,765.0
157525.0,11.5
157525.0,2.36
157525.0,1.79
157525.0,11.99
157526.0,4.54
157526.0,1.69
157526.0,53.19
157526.0,39.77
157527.0,33.6
157527.0,1.29
157527.0,15.17
157529.0,9.95
157529.0,1.0
157529.0,11.45
157530.0,42.74
157530.0,0.77
157530.0,28.75
157531.0,45.08
157531.0,11.5
157532.0,19.99
157532.0,355.0
157532.0,0.76
157533.0,2.0
157535.0,0.99
157535.0,1.0
157535.0,14.99
157535.0,72.58
157535.0,12.0
157536.0,11.5
157536.0,10.0
157537.0,83.64
157537.0,0.99
157537.0,1.29
157537.0,64.9
157538.0,32.92
157538.0,4.36
157539.0,47.5
157539.0,0.77
157540.0,500.0
157540.0,10.0
157540.0,9.99
157540.0,34.9
157541.0,175.0
157543.0,15.0
157543.0,753.37
157543.0,0.77
157543.0,27.0
157543.0,6.28
157544.0,10.0
157544.0,149.0
157545.0,39.97
157545.0,3.57
157546.0,220.0
157547.0,7.27
157547.0,2.99
157547.0,213.4
157547.0,26.5
157547.0,1.0
157548.0,45.1
157548.0,52.13
157548.0,82.0
157548.0,9.99
157548.0,1.98
157548.0,11.5
157549.0,6.99
157549.0,27.05
157549.0,3.59
157549.0,16.13
157549.0,10.0
157549.0,42.0
157550.0,6.99
157551.0,14.99
157552.0,5.89
157552.0,23.68
157552.0,9.99
157553.0,1.0
157554.0,150.0
157554.0,36.5
157555.0,15.0
157555.0,3.6
157556.0,134.99
157557.0,17.7
157557.0,15.27
157558.0,12.57
157558.0,0.89
157558.0,1.98
157559.0,1.0
157560.0,4.49
157560.0,76.49
157560.0,2.28
157560.0,0.79
157561.0,60.86
157562.0,100.0
157562.0,29.56
157562.0,7.5
157563.0,58.15
157563.0,4.65
157564.0,1.79
157564.0,9.99
157565.0,1.79
157565.0,53.75
157567.0,41.97
157567.0,1.98
157567.0,162.0
157569.0,0.85
157569.0,3.59
157570.0,10.0
157570.0,1.79
157570.0,3.99
157571.0,103.99
157571.0,16.07
157571.0,1.98
157571.0,45.0
157571.0,0.99
157571.0,99.9
157572.0,100.0
157572.0,1.0
157573.0,28.75
157574.0,64.58
157574.0,4.99
157575.0,40.0
157575.0,58.27
157576.0,64.85
157577.0,5.3
157577.0,0.05
157577.0,173.95
157577.0,8.51
157577.0,146.74
157578.0,96.99
157578.0,126.5
157578.0,1.0
157579.0,2162.78
157579.0,46.31
157580.0,9.85
157581.0,0.76
157581.0,9.99
157581.0,1.29
157581.0,34.3
157581.0,2.28
157582.0,29.56
157583.0,28.75
157583.0,23.81
157584.0,27.14
157584.0,17.99
157585.0,42.79
157585.0,4.49
157585.0,248.0
157585.0,14.0
157586.0,5.0
157586.0,120.0
157587.0,4.97
157588.0,1245.64
157588.0,20.8
157588.0,58.25
157588.0,34.0
157589.0,13.0
157590.0,24.88
157591.0,3.7
157591.0,41.5
157593.0,171.75
157593.0,4.73
157593.0,1.98
157594.0,1236.5
157594.0,43.0
157595.0,154.9
157595.0,1.98
157595.0,7.95
157596.0,3.7
157597.0,56.0
157597.0,0.12
157597.0,700.0
157598.0,1.0
157598.0,64.99
157598.0,340.37
157599.0,5.67
157599.0,125.9
157600.0,8.98
157601.0,45.75
157601.0,23.24
157601.0,2.69
157602.0,6.23
157602.0,24.0
157603.0,5.0
157603.0,0.76
157604.0,151.41
157604.0,9.99
157604.0,96.56
157604.0,156.51
157604.0,4.71
157604.0,12.31
157605.0,224.93
157605.0,13.08
157605.0,133.08
157607.0,17.21
157607.0,0.89
157607.0,1.0
157608.0,57.91
157608.0,2.69
157608.0,1.99
157608.0,0.99
157610.0,19.4
157610.0,118.35
157611.0,64.5
157612.0,3.99
157613.0,50.0
157613.0,1.79
157614.0,314.75
157614.0,199.0
157615.0,19.99
157616.0,352.95
157617.0,7.6
157617.0,131.76
157617.0,14.95
157618.0,4.54
157619.0,94.75
157620.0,49.99
157621.0,16.99
157621.0,0.0
157621.0,2.18
157621.0,2.35
157623.0,69.0
157624.0,0.95
157624.0,174.93
157624.0,69.95
157625.0,30.0
157625.0,119.9
157625.0,2.99
157626.0,15.0
157626.0,10.0
157626.0,7.99
157627.0,10.2
157628.0,3.66
157630.0,9.65
157630.0,28.75
157631.0,149.98
157631.0,0.99
157631.0,26.55
157631.0,1.98
157632.0,47.0
157633.0,1.98
157633.0,6.24
157633.0,1.29
157633.0,0.89
157633.0,70.0
157633.0,224.47
157634.0,0.99
157634.0,8.4
157634.0,0.99
157634.0,743.32
157635.0,1.98
157635.0,31.61
157636.0,52.0
157636.0,37.82
157637.0,192.29
157637.0,13.33
157638.0,2.35
157639.0,17.6
157639.0,41.94
157639.0,1.98
157639.0,0.89
157640.0,7.31
157641.0,38.17
157641.0,1336.0
157642.0,1.98
157643.0,3.99
157643.0,85.0
157643.0,4.49
157644.0,50.0
157644.0,9.6
157644.0,31.39
157645.0,6.99
157645.0,21.56
157646.0,1.0
157646.0,2.69
157647.0,1.98
157647.0,1.18
157648.0,0.89
157648.0,328.0
157648.0,9.42
157649.0,12.31
157649.0,40.47
157649.0,59.4
157649.0,19.46
157650.0,12.58
157651.0,7.37
157651.0,0.76
157651.0,51.0
157652.0,746.5
157653.0,1.0
157653.0,0.76
157654.0,1.91
157654.0,3.78
157654.0,4.49
157655.0,1.29
157656.0,42.99
157656.0,38.64
157656.0,25.0
157656.0,59.96
157656.0,500.0
157657.0,0.89
157657.0,15.0
157657.0,4.99
157658.0,513.5
157659.0,25.0
157659.0,102.6
157659.0,1.0
157659.0,400.0
157659.0,1.29
157660.0,321.78
157660.0,36.7
157661.0,72.0
157661.0,1.29
157662.0,10.44
157662.0,77.7
157662.0,12.1
157662.0,109.22
157664.0,2.16
157665.0,1.98
157665.0,7.58
157666.0,69.64
157666.0,49.95
157667.0,55.38
157668.0,1.98
157669.0,75.0
157669.0,0.99
157669.0,50.95
157670.0,49.99
157670.0,15.45
157671.0,41.06
157671.0,3.71
157672.0,12.31
157672.0,158.5
157672.0,20.0
157672.0,16.1
157673.0,1.0
157673.0,399.0
157673.0,10.0
157673.0,1.0
157674.0,10.76
157674.0,70.0
157675.0,23.27
157675.0,76.0
157675.0,21.99
157675.0,484.0
157677.0,15.27
157677.0,5.35
157677.0,272.06
157678.0,169.43
157678.0,25.0
157679.0,40.0
157679.0,1.5
157680.0,11.99
157680.0,0.85
157681.0,31.95
157682.0,2.69
157682.0,69.95
157682.0,31.35
157683.0,0.77
157683.0,33.54
157684.0,10.0
157684.0,9.9
157684.0,12.36
157687.0,18.9
157688.0,82.61
157688.0,84.25
157688.0,126.0
157690.0,1.98
157691.0,13.25
157691.0,8.99
157691.0,3.99
157692.0,199.84
157693.0,9.99
157693.0,42.81
157694.0,9.85
157695.0,225.11
157695.0,26.47
157695.0,28.98
157696.0,0.89
157696.0,0.2
157696.0,63.63
157696.0,59.0
157696.0,352.32
157696.0,0.89
157697.0,73.98
157697.0,45.0
157699.0,0.89
157699.0,1.0
157699.0,11.85
157699.0,7.42
157699.0,1.98
157700.0,3.98
157700.0,107.82
157700.0,3.58
157702.0,300.0
157704.0,150.0
157704.0,11.5
157704.0,0.74
157704.0,36.0
157704.0,18.0
157705.0,207.2
157706.0,43.0
157707.0,8.97
157708.0,1.0
157708.0,1.0
157709.0,334.6
157710.0,37.5
157710.0,44.9
157710.0,413.35
157711.0,125.0
157711.0,127.95
157711.0,0.89
157711.0,34.36
157711.0,171.88
157712.0,2.69
157714.0,770.0
157715.0,153.0
157716.0,5.39
157716.0,77.58
157717.0,0.76
157718.0,81.5
157719.0,27.02
157719.0,7.5
157720.0,114.99
157720.0,31.35
157721.0,1.0
157721.0,15.0
157722.0,0.69
157722.0,19.89
157723.0,30.0
157724.0,291.85
157724.0,656.0
157725.0,18.58
157725.0,19.24
157726.0,538.34
157726.0,0.0
157729.0,29.95
157729.0,33.0
157729.0,16.5
157729.0,33.72
157729.0,1.0
157729.0,22.5
157729.0,5.0
157730.0,30.0
157731.0,17.95
157731.0,0.89
157731.0,160.55
157734.0,267.32
157735.0,212.5
157735.0,15.99
157735.0,0.81
157736.0,74.4
157737.0,10.0
157738.0,0.99
157738.0,46.2
157739.0,27.99
157739.0,112.74
157740.0,77.73
157740.0,49.9
157740.0,27.99
157740.0,40.0
157742.0,21.4
157742.0,25.75
157742.0,11.99
157742.0,50.34
157742.0,22.45
157743.0,10.62
157743.0,1.98
157743.0,27.49
157744.0,7.45
157745.0,198.85
157746.0,104.5
157746.0,253.0
157747.0,1.98
157748.0,1.0
157748.0,50.12
157748.0,46.0
157748.0,10.0
157748.0,15.0
157748.0,27.0
157749.0,1.29
157749.0,47.49
157749.0,3.59
157750.0,34.0
157750.0,89.95
157750.0,9.99
157751.0,59.02
157751.0,145.72
157751.0,0.99
157751.0,57.5
157751.0,50.0
157752.0,3.57
157752.0,50.0
157753.0,100.0
157754.0,76.19
157754.0,213.64
157755.0,75.46
157756.0,9.99
157756.0,13.32
157756.0,88.95
157756.0,4.58
157757.0,15.0
157757.0,29.56
157757.0,8.97
157758.0,59.9
157759.0,65.93
157759.0,1.0
157759.0,360.0
157760.0,12.99
157760.0,9.0
157760.0,0.69
157761.0,403.48
157761.0,89.0
157761.0,164.41
157764.0,39.95
157764.0,9.95
157764.0,51.65
157764.0,19.12
157765.0,5.37
157765.0,45.9
157765.0,12.99
157765.0,4.86
157766.0,7.7
157766.0,119.97
157767.0,317.5
157767.0,9.15
157767.0,3.87
157767.0,15.17
157767.0,108.9
157768.0,150.0
157768.0,80.21
157769.0,176.13
157769.0,1.29
157769.0,39.2
157769.0,15.0
157769.0,3.6
157769.0,4.49
157769.0,137.54
157770.0,1.0
157771.0,1.98
157771.0,1.0
157772.0,365.91
157773.0,30.31
157773.0,0.89
157773.0,71.99
157775.0,1.0
157775.0,14.95
157776.0,21.99
157776.0,40.95
157776.0,0.77
157776.0,1.0
157777.0,1.5
157778.0,11.5
157778.0,135.87
157778.0,0.99
157778.0,0.76
157779.0,406.5
157779.0,8.98
157779.0,0.76
157780.0,0.99
157780.0,99.63
157780.0,319.99
157781.0,8.31
157781.0,10.0
157782.0,12.31
157782.0,19.0
157783.0,28.75
157783.0,1.18
157783.0,69.0
157784.0,10.72
157784.0,9.84
157788.0,66.09
157788.0,11.5
157788.0,64.99
157788.0,12.99
157788.0,9.99
157789.0,101.79
157790.0,572.9
157791.0,68.82
157791.0,11.5
157791.0,9.84
157793.0,289.99
157793.0,2.99
157793.0,352.32
157793.0,29.5
157793.0,7.16
157794.0,253.83
157795.0,675.0
157795.0,209.85
157798.0,120.75
157798.0,64.99
157798.0,127.75
157798.0,7.7
157798.0,9.42
157799.0,1.98
157799.0,16.9
157799.0,0.23
157800.0,8.96
157800.0,5.9
157801.0,0.99
157801.0,19.9
157801.0,1.98
157801.0,60.76
157801.0,84.98
157802.0,1.98
157802.0,7.7
157803.0,10.0
157804.0,578.8
157804.0,1.29
157804.0,219.0
157804.0,4.94
157804.0,4.94
157804.0,4.99
157804.0,4.99
157804.0,1.0
157805.0,64.0
157807.0,4.46
157808.0,64.99
157808.0,1.18
157808.0,15.0
157808.0,40.0
157809.0,150.0
157809.0,6.49
157810.0,49.99
157810.0,46.0
157810.0,33.04
157811.0,6.99
157811.0,41.97
157812.0,2.35
157812.0,5.78
157812.0,1.0
157812.0,24.49
157813.0,9.0
157813.0,25.3
157814.0,2.49
157814.0,57.0
157814.0,1.0
157814.0,46.48
157814.0,21.18
157815.0,5.55
157816.0,76.4
157817.0,100.0
157817.0,1.98
157817.0,15.0
157818.0,16.89
157819.0,4.6
157820.0,40.0
157820.0,3.07
157820.0,3.27
157821.0,49.99
157821.0,9.99
157822.0,269.0
157822.0,53.96
157823.0,15.12
157823.0,261.06
157823.0,1.79
157824.0,78.76
157824.0,0.92
157824.0,9.98
157824.0,1.29
157826.0,334.28
157826.0,86.15
157828.0,11.37
157828.0,9.99
157829.0,0.0
157829.0,21.6
157830.0,19.98
157830.0,325.0
157830.0,2.69
157830.0,9.8
157831.0,35.97
157831.0,134.99
157832.0,4.95
157834.0,17.99
157834.0,42.0
157834.0,239.0
157835.0,10.0
157836.0,1.29
157836.0,5.37
157836.0,24.99
157837.0,1.98
157837.0,1.98
157837.0,0.89
157838.0,1.0
157839.0,59.74
157839.0,1.0
157840.0,27.56
157840.0,120.0
157841.0,20.0
157842.0,92.2
157842.0,0.0
157842.0,46.66
157843.0,9.99
157843.0,81.43
157843.0,9.99
157843.0,283.09
157844.0,2.29
157844.0,0.89
157844.0,8.95
157845.0,21.0
157846.0,2.77
157847.0,159.8
157848.0,109.95
157849.0,915.71
157850.0,1.0
157850.0,9.11
157851.0,18.63
157851.0,4.56
157853.0,2.49
157853.0,394.99
157853.0,16.26
157854.0,3.71
157855.0,11.46
157855.0,334.0
157855.0,7.18
157856.0,50.0
157856.0,1.79
157856.0,3.79
157857.0,1.0
157858.0,427.8
157858.0,31.33
157859.0,15.0
157859.0,7.69
157859.0,10.0
157859.0,1.98
157860.0,119.0
157860.0,4.97
157861.0,0.12
157861.0,39.2
157861.0,7.14
157864.0,17.18
157865.0,7.14
157865.0,10.74
157866.0,96.85
157867.0,0.01
157868.0,20.0
157869.0,49.0
157870.0,3.59
157871.0,203.65
157872.0,2.0
157874.0,45.9
157874.0,14.0
157876.0,2.28
157876.0,207.97
157877.0,5.99
157877.0,83.5
157877.0,1.0
157878.0,124.33
157879.0,12.5
157879.0,1.98
157879.0,5.99
157880.0,59.99
157880.0,29.99
157880.0,13.32
157880.0,1.0
157881.0,28.74
157881.0,1.0
157881.0,847.67
157881.0,17.2
157881.0,5.41
157882.0,495.0
157882.0,32.0
157882.0,19.75
157882.0,1.29
157883.0,23.42
157883.0,0.89
157883.0,10.28
157883.0,60.0
157883.0,2.73
157884.0,34.6
157885.0,10.0
157885.0,1.29
157885.0,156.0
157885.0,26.77
157885.0,1.98
157886.0,27.25
157887.0,35.3
157887.0,3.87
157887.0,100.37
157888.0,18.96
157889.0,51.34
157889.0,160.0
157889.0,8.49
157889.0,42.81
157890.0,0.0
157890.0,16.2
157891.0,6.0
157891.0,10.78
157891.0,13.72
157891.0,10.11
157894.0,43.7
157894.0,30.0
157894.0,23.85
157895.0,534.34
157895.0,2547.47
157895.0,1.0
157895.0,17.99
157896.0,13.7
157896.0,17.0
157896.0,680.3
157896.0,21.2
157897.0,10.47
157898.0,857.42
157899.0,2.55
157900.0,2.67
157900.0,699.0
157900.0,2.99
157900.0,22.4
157900.0,29.89
157900.0,10.0
157901.0,1.98
157901.0,43.9
157901.0,21.82
157902.0,13.79
157902.0,30.05
157902.0,229.41
157902.0,62.95
157903.0,34.3
157903.0,0.0
157903.0,21.75
157903.0,3.49
157904.0,4.47
157904.0,6.48
157905.0,238.0
157905.0,17.87
157905.0,88.21
157905.0,89.4
157906.0,0.89
157906.0,48.75
157906.0,438.0
157907.0,5.49
157908.0,25.0
157908.0,12.31
157908.0,154.98
157908.0,29.18
157909.0,9.99
157909.0,1.98
157909.0,1.0
157910.0,115.36
157910.0,4.74
157912.0,15.0
157912.0,1.5
157913.0,31.0
157913.0,144.0
157913.0,554.8
157914.0,352.32
157914.0,7.02
157915.0,13.35
157915.0,5.94
157916.0,8.99
157916.0,221.3
157916.0,5.5
157916.0,2.48
157917.0,32.5
157918.0,176.11
157918.0,1.0
157919.0,16.84
157919.0,7.5
157920.0,417.0
157920.0,70.34
157920.0,39.96
157921.0,32.0
157921.0,256.59
157921.0,19.99
157921.0,7.74
157923.0,0.89
157923.0,218.35
157925.0,0.89
157925.0,22.18
157925.0,28.75
157926.0,31.8
157926.0,1.98
157926.0,246.42
157926.0,0.76
157926.0,25.0
157927.0,340.0
157927.0,1.98
157927.0,1.98
157928.0,425.0
157928.0,20.0
157929.0,79.95
157930.0,40.0
157930.0,11.28
157930.0,83.57
157931.0,111.75
157931.0,49.94
157931.0,55.0
157931.0,59.15
157931.0,270.0
157932.0,28.29
157932.0,27.5
157932.0,0.01
157933.0,2.69
157933.0,15.33
157933.0,37.78
157933.0,396.5
157934.0,17.99
157934.0,29.96
157934.0,8.27
157935.0,15.88
157935.0,180.29
157935.0,286.0
157936.0,42.69
157936.0,27.5
157936.0,35.0
157937.0,8.63
157937.0,4.49
157937.0,19.95
157938.0,1.98
157938.0,2.7
157938.0,63.35
157938.0,13.72
157940.0,0.89
157941.0,200.24
157941.0,5.99
157942.0,40.31
157942.0,149.0
157943.0,0.99
157943.0,41.47
157943.0,0.85
157944.0,767.42
157944.0,31.0
157944.0,19.95
157944.0,4.99
157945.0,24.6
157945.0,26.99
157946.0,37.47
157947.0,8.99
157947.0,1.79
157947.0,38.78
157948.0,9.99
157948.0,9.99
157949.0,79.5
157950.0,0.77
157951.0,1.18
157952.0,1.98
157953.0,1.98
157953.0,700.4
157954.0,6.99
157954.0,10.06
157956.0,3.08
157957.0,3.59
157957.0,40.0
157957.0,14.95
157958.0,622.0
157959.0,47.2
157960.0,4.49
157961.0,0.99
157961.0,37.9
157961.0,35.0
157963.0,11.5
157963.0,9.99
157963.0,42.76
157963.0,1.79
157964.0,0.99
157964.0,1.0
157964.0,5.0
157965.0,6.95
157966.0,9.91
157966.0,144.4
157967.0,1.98
157968.0,0.77
157968.0,0.77
157968.0,7.75
157969.0,117.54
157970.0,19.95
157973.0,5.0
157973.0,572.84
157973.0,28.21
157973.0,93.0
157973.0,18.15
157974.0,1.98
157976.0,1.79
157976.0,0.77
157976.0,174.6
157977.0,0.15
157977.0,18.15
157977.0,8.6
157977.0,2.69
157977.0,26.47
157978.0,7.99
157978.0,5.69
157979.0,50.0
157979.0,1.98
157980.0,3.59
157980.0,96.0
157980.0,122.0
157980.0,1.98
157981.0,10.62
157981.0,10.0
157981.0,39.95
157982.0,5.99
157983.0,0.99
157984.0,0.89
157984.0,32.74
157984.0,34.96
157985.0,415.6
157985.0,1.98
157985.0,20.45
157985.0,9.99
157985.0,252.9
157986.0,5.55
157987.0,1.0
157987.0,36.92
157987.0,50.0
157988.0,28.16
157989.0,150.0
157990.0,3.6
157990.0,147.0
157990.0,69.24
157990.0,5.55
157991.0,13.0
157991.0,39.9
157993.0,13.99
157993.0,24.15
157994.0,1.0
157994.0,0.77
157994.0,10.78
157994.0,1.78
157994.0,2.58
157995.0,219.0
157995.0,12.31
157995.0,10.0
157995.0,2.87
157997.0,13.99
157997.0,1.98
157997.0,9.85
157997.0,17.35
157997.0,144.12
157998.0,16.99
157999.0,38.09
157999.0,8.36
157999.0,857.55
157999.0,89.44
157999.0,6.7
158001.0,0.89
158002.0,3.7
158004.0,1.29
158004.0,20.0
158004.0,56.69
158004.0,56.69
158004.0,6.01
158004.0,6.01
158005.0,95.0
158005.0,2.49
158006.0,14.99
158007.0,357.4
158008.0,14.95
158008.0,1.0
158008.0,1.98
158008.0,130.0
158009.0,4.49
158009.0,148.75
158009.0,29.99
158010.0,67.0
158010.0,30.21
158011.0,24.94
158011.0,0.77
158012.0,68.45
158012.0,139.0
158012.0,32.79
158012.0,76.48
158013.0,2.99
158014.0,10.0
158014.0,42.13
158015.0,1.54
158015.0,527.0
158016.0,1.98
158017.0,70.9
158018.0,34.95
158019.0,14.39
158020.0,50.0
158020.0,84.0
158020.0,14.4
158021.0,8.7
158023.0,1.0
158024.0,289.8
158025.0,2.5
158026.0,5.09
158026.0,59.9
158026.0,185.96
158026.0,29.87
158027.0,99.0
158027.0,3.99
158027.0,1.29
158028.0,15.5
158028.0,83.14
158029.0,29.95
158031.0,27.0
158031.0,14.99
158031.0,4.49
158032.0,92.8
158032.0,73.91
158033.0,2.21
158033.0,95.0
158035.0,225.5
158035.0,5.99
158036.0,329.75
158036.0,212.0
158036.0,120.75
158037.0,13.56
158039.0,24.99
158039.0,18.95
158039.0,0.95
158039.0,2.39
158040.0,173.19
158040.0,4.95
158040.0,18.96
158040.0,11.92
158041.0,1.98
158041.0,42.81
158041.0,38.52
158041.0,99.0
158042.0,29.98
158043.0,12.99
158043.0,13.99
158044.0,44.99
158044.0,8.01
158045.0,9.81
158045.0,20.33
158045.0,1.98
158045.0,17.49
158045.0,120.0
158045.0,0.79
158046.0,1.98
158046.0,23.18
158046.0,17.0
158046.0,4.95
158047.0,4.49
158047.0,59.7
158048.0,21.95
158049.0,77.44
158050.0,1.0
158050.0,91.6
158051.0,1.0
158051.0,43.0
158052.0,13.99
158052.0,1.0
158052.0,29.9
158052.0,45.0
158053.0,20.0
158053.0,95.0
158053.0,16.28
158054.0,0.89
158054.0,29.56
158054.0,301.84
158054.0,12.51
158055.0,60.0
158055.0,64.02
158055.0,116.43
158056.0,112.7
158056.0,538.0
158056.0,2.68
158056.0,4.13
158057.0,249.0
158057.0,22.68
158057.0,1.98
158057.0,11.5
158058.0,2.69
158058.0,62.85
158058.0,69.99
158059.0,77.39
158059.0,1.98
158059.0,1.98
158060.0,45.38
158060.0,13.4
158060.0,20.0
158062.0,9.83
158062.0,30.95
158062.0,2.69
158062.0,62.58
158063.0,106.5
158063.0,106.07
158063.0,15.16
158063.0,58.8
158064.0,42.81
158066.0,19.99
158066.0,5.0
158066.0,35.5
158067.0,26.2
158069.0,1.0
158069.0,293.9
158070.0,58.0
158070.0,0.89
158072.0,22.69
158072.0,100.0
158072.0,0.77
158072.0,43.89
158072.0,16.98
158073.0,22.75
158073.0,46.9
158073.0,4.49
158075.0,1.79
158076.0,5.87
158076.0,9.85
158077.0,1.29
158077.0,287.94
158077.0,29.89
158078.0,0.76
158078.0,17.59
158078.0,60.0
158079.0,54.95
158079.0,2.97
158080.0,52.95
158081.0,81.0
158082.0,5.51
158082.0,12.7
158083.0,8.99
158084.0,30.79
158084.0,0.99
158084.0,15.33
158084.0,10.99
158085.0,10.0
158085.0,455.0
158085.0,23.24
158085.0,13.27
158086.0,0.89
158087.0,16.43
158088.0,49.98
158089.0,12.55
158089.0,7.23
158089.0,0.89
158090.0,1.0
158091.0,11.1
158091.0,38.52
158091.0,3.57
158091.0,0.12
158092.0,10.0
158092.0,0.99
158092.0,10.6
158092.0,30.0
158093.0,52.9
158093.0,10.0
158093.0,21.71
158094.0,0.89
158094.0,4.49
158094.0,61.16
158094.0,19.95
158096.0,68.8
158096.0,1.98
158097.0,18.99
158097.0,0.89
158099.0,0.89
158099.0,1.98
158100.0,84.98
158100.0,47.61
158100.0,85.25
158100.0,9.99
158101.0,7.32
158101.0,50.0
158101.0,45.2
158101.0,11.5
158102.0,28.4
158103.0,49.6
158104.0,18.0
158104.0,835.0
158104.0,12.99
158104.0,69.0
158104.0,12.99
158105.0,7.0
158105.0,5.0
158105.0,65.8
158107.0,13.48
158107.0,338.0
158108.0,1.79
158109.0,60.0
158109.0,12.07
158109.0,1.0
158110.0,1.46
158112.0,1.98
158114.0,13.5
158114.0,595.48
158114.0,129.0
158116.0,33.94
158116.0,5.52
158116.0,48.97
158116.0,40.0
158117.0,19.78
158119.0,521.52
158120.0,25.95
158120.0,1.0
158121.0,10.0
158121.0,27.0
158121.0,81.99
158121.0,10.0
158121.0,113.89
158123.0,0.0
158123.0,155.75
158123.0,22.0
158123.0,30.0
158123.0,49.99
158124.0,5.99
158124.0,11.98
158125.0,33.73
158125.0,0.79
158126.0,5.99
158126.0,36.55
158127.0,60.69
158127.0,1.0
158128.0,42.81
158128.0,37.91
158128.0,0.76
158129.0,9.72
158129.0,63.71
158129.0,1.98
158131.0,26.94
158131.0,0.0
158132.0,10.78
158133.0,70.75
158133.0,8.99
158134.0,32.41
158134.0,418.03
158135.0,22.75
158135.0,12.31
158136.0,164.81
158136.0,23.66
158137.0,44.95
158138.0,1.98
158138.0,50.99
158139.0,56.0
158139.0,158.19
158139.0,22.9
158140.0,56.11
158140.0,12.28
158140.0,1.02
158140.0,213.95
158140.0,161.45
158141.0,0.01
158142.0,38.41
158142.0,2.28
158143.0,1.98
158143.0,1.0
158143.0,2.69
158143.0,93.42
158143.0,39.52
158144.0,9.99
158144.0,1.29
158144.0,44.0
158144.0,29.8
158146.0,250.0
158146.0,9.21
158147.0,29.99
158147.0,14.48
158147.0,546.36
158148.0,1.0
158148.0,1.98
158149.0,4.99
158149.0,0.76
158149.0,75.1
158149.0,1.0
158150.0,8.99
158150.0,15.17
158151.0,19.99
158152.0,76.02
158152.0,14.99
158152.0,0.89
158153.0,9.8
158153.0,1.78
158153.0,12.67
158154.0,47.68
158156.0,30.22
158156.0,1.98
158157.0,24.0
158158.0,89.99
158158.0,2.58
158158.0,37.0
158159.0,19.9
158159.0,8.41
158159.0,52.0
158160.0,219.0
158163.0,8.99
158164.0,100.0
158165.0,10.0
158166.0,34.95
158166.0,71.38
158167.0,45.0
158167.0,8.35
158167.0,125.64
158168.0,5.0
158168.0,3.27
158168.0,19.95
158169.0,1.0
158170.0,10.59
158170.0,1.98
158171.0,4.98
158172.0,1.79
158172.0,10.99
158172.0,18.06
158172.0,1.0
158174.0,72.9
158175.0,1.0
158176.0,37.97
158176.0,69.99
158176.0,564.6
158176.0,11.98
158176.0,11.15
158178.0,4.0
158178.0,59.0
158178.0,28.78
158178.0,15.0
158179.0,8.36
158180.0,167.0
158180.0,0.99
158180.0,72.0
158181.0,1.98
158181.0,1340.0
158182.0,10.18
158182.0,153.99
158183.0,4.99
158184.0,18.02
158185.0,0.07
158185.0,75.09
158185.0,57.9
158186.0,2.5
158186.0,0.99
158186.0,51.61
158186.0,15.0
158187.0,118.3
158187.0,74.6
158188.0,16.47
158188.0,42.81
158188.0,13.12
158188.0,1.0
158189.0,29.04
158190.0,12.0
158191.0,9.99
158191.0,10.48
158191.0,9.87
158192.0,2.45
158192.0,314.0
158192.0,59.95
158192.0,8.93
158192.0,14.58
158193.0,12.79
158193.0,8.98
158193.0,3.63
158193.0,478.15
158193.0,48.56
158196.0,200.0
158197.0,1.0
158197.0,11.85
158198.0,49.9
158198.0,9.98
158199.0,4.99
158199.0,19.89
158199.0,79.0
158200.0,18.9
158201.0,1.98
158202.0,72.48
158202.0,1.0
158203.0,27.99
158203.0,36.0
158203.0,150.25
158203.0,1.99
158204.0,76.46
158204.0,4.7
158204.0,10.78
158204.0,3.78
158204.0,277.4
158204.0,500.0
158205.0,0.49
158207.0,62.57
158208.0,137.04
158209.0,33.35
158209.0,510.0
158211.0,0.99
158211.0,62.7
158211.0,245.7
158211.0,1406.4
158212.0,30.0
158212.0,1.79
158212.0,9.92
158213.0,22.48
158213.0,34.98
158214.0,17.82
158214.0,160.0
